Artist,Title,Length
Last Legend 14: Doomstrider,Heating Up,2:06
Last Legend 14: Doomstrider,Celebration of the Chase (Doomstrider),4:47
Last Legend 14: Doomstrider,Flee! (Doomstrider),2:45
Last Legend 14: Doomstrider,Doubled Vengeance (Symphonic Version),4:34
Last Legend 14: Aurorapath,Aurorapath,5:31
Last Legend 14: Aurorapath,Of Sparking Feathers,2:40
Last Legend 14: Aurorapath,Manatee Junction,4:36
Last Legend 14: Aurorapath,Paths Abandoned,3:59
Last Legend 14: Aurorapath,Spirit Compelled by Respect,2:47
Last Legend 14: Aurorapath,Heavenly Summit,4:25
Last Legend 14: Aurorapath,Chiseled in Recollection,4:30
Last Legend 14: Aurorapath,The Empyrean Destroyer,3:43
Last Legend 14: Aurorapath,Preamble - Headed West,1:05
Last Legend 14: Aurorapath,Brew Time,5:42
Last Legend 14: Aurorapath,Forgotten in the Depths,4:27
Last Legend 14: Aurorapath,Roadpaver,4:39
Last Legend 14: Aurorapath,Tomorrow's Sorcery,3:27
Last Legend 14: Aurorapath,Blue Fumes at Midday,3:14
Last Legend 14: Aurorapath,Blue Coals at Twilight,4:46
Last Legend 14: Aurorapath,Burrito Glee,2:51
Last Legend 14: Aurorapath,Hopes Crushed and Broken,3:38
Last Legend 14: Aurorapath,In Lightning and Flame,4:19
Last Legend 14: Aurorapath,Thunder in the Shadows,3:12
Last Legend 14: Aurorapath,Indigo Horizon,5:02
Last Legend 14: Aurorapath,Tomorrow's Strength,4:34
Last Legend 14: Aurorapath,The Composition of Being,4:21
Last Legend 14: Aurorapath,Departed Tranquility,3:47
Last Legend 14: Aurorapath,For Dreams and Joy,4:19
Last Legend 14: Aurorapath,An Eternal Path,3:00
Last Legend 14: Aurorapath,Built in Seclusion,3:48
Last Legend 14: Aurorapath,Clear Azure - The Melody from Aurorapath,3:11
Last Legend 14: Aurorapath,Favor on the Cliffs,5:42
Last Legend 14: Aurorapath,Desolate Reverberations,2:43
Last Legend 14: Aurorapath,The Arena's Respite,5:12
Last Legend 14: Aurorapath,On with the Performance!,5:00
Last Legend 14: Aurorapath,Hold Nothing Back,5:32
Last Legend 14: Aurorapath,A Bold Gamble,5:19
Last Legend 14: Aurorapath,Sword's Glorification,2:25
Last Legend 14: Aurorapath,Joys of the Fields,1:54
Last Legend 14: Aurorapath,Undamaged Containers,5:21
Last Legend 14: Aurorapath,Temperate Branches,4:40
Last Legend 14: Aurorapath,Crusher of Investigation,2:53
Last Legend 14: Aurorapath,Look for the Lady (Aurorapath),3:28
Last Legend 14: Aurorapath,Flowers of Spring (Aurorapath),4:52
Last Legend 14: Aurorapath,Move to the Beat,6:53
Last Legend 14: Aurorapath,Unbound,4:22
Last Legend 14: Aurorapath,Unrivaled,2:11
Last Legend 14: Aurorapath,Sword Undamaged,4:33
Last Legend 14: Aurorapath,Memory,4:35
Last Legend 14: Aurorapath,Last Legend 9: The Last Fight (Aurorapath),4:14
Last Legend 2,Old Keep,0:47
Last Legend 2,Triumph,0:38
Last Legend 2,Fight I,1:24
Last Legend 2,The Revolutionary Forces,1:08
Last Legend 2,Settlement,1:41
Last Legend 2,Overworld,1:19
Last Legend 2,Demon Fortress,1:02
Last Legend 2 Graphical Improvement,Preamble,1:53
Last Legend 2 Graphical Improvement,Bird Melody,2:53
Last Legend 2 Graphical Improvement,Run Away!,1:58
Last Legend 2 Graphical Improvement,Old Keep,3:01
Last Legend 2 Graphical Improvement,Fight II,2:25
Last Legend 2 Graphical Improvement,Triumph,0:46
Last Legend 2 Graphical Improvement,The End,3:12
Last Legend 2 Graphical Improvement,3/4 Dance,1:19
Last Legend 2 Graphical Improvement,Fight I,1:34
Last Legend 2 Graphical Improvement,Defeat,0:54
Last Legend 2 Graphical Improvement,The Revolutionary Forces,2:34
Last Legend 2 Graphical Improvement,Settlement,3:37
Last Legend 2 Graphical Improvement,Overworld,5:26
Last Legend 2 Graphical Improvement,Demon Fortress,3:05
Last Legend 3,Preamble,1:26
Last Legend 3,Arrival of the Heroes,0:59
Last Legend 3,Birds!,1:03
Last Legend 3,Large Bird!,0:32
Last Legend 3,Fight II,1:37
Last Legend 3,Defeat,1:01
Last Legend 3,Soar in the Skies!,0:55
Last Legend 3,Fight I,1:27
Last Legend 3,Aquatic Municipality,1:57
Last Legend 3,Triumph,0:35
Last Legend 3,May I Know the Reality,1:20
Last Legend 3,The Unconquerable,1:27
Last Legend 3,Prohibited Place,0:59
Last Legend 3,The Mineral Spire,1:10
Last Legend 3,The Shadowy Minerals,1:39
Last Legend 3,The Eternal Realm (1),1:17
Last Legend 3,The Eternal Realm (2),2:39
Last Legend 3,The Eternal Realm (3),1:55
Last Legend 3,Place of Origin,2:25
Last Legend 3,Everlasting Breeze,2:15
Last Legend 3 Graphical Improvement,Preamble,1:50
Last Legend 3 Graphical Improvement,Arrival of the Heroes,2:08
Last Legend 3 Graphical Improvement,To the Peak,2:29
Last Legend 3 Graphical Improvement,Cruise of the Skyboat,2:53
Last Legend 3 Graphical Improvement,Birds!,2:26
Last Legend 3 Graphical Improvement,Fight II,2:01
Last Legend 3 Graphical Improvement;Last Legend 3 Graphical Improvement,Defeat,2:40
Last Legend 3 Graphical Improvement,Aviation of the Skyboat,2:13
Last Legend 3 Graphical Improvement,The Endless Waters,4:00
Last Legend 3 Graphical Improvement,Another Settlement,4:02
Last Legend 3 Graphical Improvement,Fight I,1:43
Last Legend 3 Graphical Improvement,Quick Curl,1:59
Last Legend 3 Graphical Improvement,Four-Cornered Kingdom,4:21
Last Legend 3 Graphical Improvement,The Unconquerable,3:41
Last Legend 3 Graphical Improvement,Prohibited Place,3:17
Last Legend 3 Graphical Improvement,The Mineral Spire,4:20
Last Legend 3 Graphical Improvement,The Shadowy Minerals,4:15
Last Legend 3 Graphical Improvement,Final Fight (Part 3),2:48
Last Legend 3 Graphical Improvement,The Eternal Realm,7:03
Last Legend 3 Graphical Improvement,Main Theme,3:36
Last Legend 3 Graphical Improvement,Triumph,1:18
Last Legend 3 Graphical Improvement,The Settlement,3:00
Last Legend 3 Graphical Improvement,Everlasting Breeze,4:47
Last Legend 4,Preamble,2:04
Last Legend 4,Bird Bird,0:57
Last Legend 4,Enter the Shadows,1:49
Last Legend 4,Fight II,2:15
Last Legend 4,Sadness and Misfortune,1:56
Last Legend 4,Challenge Mountain,1:41
Last Legend 4,Crimson Fleet,2:12
Last Legend 4,Sus,0:57
Last Legend 4,Menancing Knight,1:53
Last Legend 4,Hello Engineer!,1:07
Last Legend 4,Fight Against the Tetrad Monsters,3:03
Last Legend 4,Skyboat,0:52
Last Legend 4,Monarchy of Ambition,1:28
Last Legend 4,Lovely Earth Mineral Town,1:39
Last Legend 4,Mechanical Spire,1:54
Last Legend 4,Realm of the Underfolk,1:48
Last Legend 4,Menacing Spire,1:24
Last Legend 4,Moony Porpoise,1:05
Last Legend 4,Melody of Affection,2:11
Last Legend 4,Inside the Large Being,2:08
Last Legend 4,The Last Fight,2:31
Last Legend 4,Ending (1),8:22
Last Legend 4,Ending (2),4:27
Last Legend 4,Ending (3),3:31
Last Legend 4,Main Theme,1:54
Last Legend 4,Greetings from the Settlement!,1:20
Last Legend 4,Overworld,2:38
Last Legend 4,Fight I,1:44
Last Legend 4,Triumph,0:36
Last Legend 4 Graphical Improvement,Preamble,2:29
Last Legend 4 Graphical Improvement,Welcome Large Bird!,0:38
Last Legend 4 Graphical Improvement,Bird Bird,2:03
Last Legend 4 Graphical Improvement,Enter the Shadows,1:57
Last Legend 4 Graphical Improvement,Fight II,2:21
Last Legend 4 Graphical Improvement,Challenge Mountain,1:55
Last Legend 4 Graphical Improvement,Crimson Fleet,4:26
Last Legend 4 Graphical Improvement,Menancing Knight,2:24
Last Legend 4 Graphical Improvement,Hello Engineer!,2:28
Last Legend 4 Graphical Improvement,Fight against the Tetrad Monsters,3:36
Last Legend 4 Graphical Improvement,Skyboat,1:49
Last Legend 4 Graphical Improvement,Monarchy of Ambition,1:46
Last Legend 4 Graphical Improvement,Lovely Earth Mineral Town,3:38
Last Legend 4 Graphical Improvement,Mechanical Spire,2:17
Last Legend 4 Graphical Improvement,Realm of the Underfolk,1:57
Last Legend 4 Graphical Improvement,Menacing Spire,2:07
Last Legend 4 Graphical Improvement,Moony Porpoise,2:22
Last Legend 4 Graphical Improvement,Melody of Affection,4:29
Last Legend 4 Graphical Improvement,Inside the Large Being,4:24
Last Legend 4 Graphical Improvement,The Last Fight,2:45
Last Legend 4 Graphical Improvement,Ending (2),4:29
Last Legend 4 Graphical Improvement,Ending (3),3:35
Last Legend 4 Graphical Improvement,Main Theme,4:08
Last Legend 4 Graphical Improvement,Greetings from the Settlement!,2:44
Last Legend 4 Graphical Improvement,Overworld,5:08
Last Legend 4 Graphical Improvement,Fight I,2:02
Last Legend 4 Graphical Improvement,Triumph,0:47
Last Legend 5,Primary Melody of Last Legend 5,2:26
Last Legend 5,An Intimate Moment,2:33
Last Legend 5,Locked from Access,1:44
Last Legend 5,Corrupted Terrain,1:46
Last Legend 5,Stroll up the Frosty Peak,1:43
Last Legend 5,Fight II,2:19
Last Legend 5,The Serpent Takes Flight,1:41
Last Legend 5,Monarchal Residence,1:29
Last Legend 5,Flame Vessel,1:30
Last Legend 5,The Time Will Arrive,2:25
Last Legend 5,Brave Wills,1:35
Last Legend 5,Rumba Bird,1:02
Last Legend 5,The Place Where I Come from,2:22
Last Legend 5,The Skyboat,1:52
Last Legend 5,Princess' Melody,2:25
Last Legend 5,Uncertain Future,2:20
Last Legend 5,Fight I,1:07
Last Legend 5,Triumph,0:42
Last Legend 5,Bird Companion's Melody,1:07
Last Legend 5,The Realm Undiscovered,2:06
Last Legend 5,Seeking Luminescence,1:30
Last Legend 5,The Conclusive Fight,5:41
Last Legend 5,The Final Fight,3:26
Last Legend 5,Beloved Companions,3:42
Last Legend 5,The Heroes of Daybreak,2:07
Last Legend 5,Last Legend,3:30
Last Legend 5,A Beginning Anew,8:12
Last Legend 5,Preamble,2:12
Last Legend 5,Showdown upon the Large Overpass,2:22
Last Legend 5,Mysterious Realm,2:08
Last Legend 5,Peculiar Critter's Melody,1:15
Last Legend 5,The Keep of Daybreak,1:51
Last Legend 5,Kingdom Dance,2:05
Last Legend 5 Graphical Improvement,Primary Melody of Last Legend 5,2:50
Last Legend 5 Graphical Improvement,Buccanneers Ho,2:08
Last Legend 5 Graphical Improvement,Settlement Melody,3:20
Last Legend 5 Graphical Improvement,Locked from Access,2:29
Last Legend 5 Graphical Improvement,Corrupted Terrain,1:58
Last Legend 5 Graphical Improvement,Drops,3:05
Last Legend 5 Graphical Improvement,Stroll up the Frosty Peak,1:53
Last Legend 5 Graphical Improvement,Fight II,2:35
Last Legend 5 Graphical Improvement,The Serpent Takes Flight,3:41
Last Legend 5 Graphical Improvement,Monarchal Residence,3:08
Last Legend 5 Graphical Improvement,Flame Vessel,3:50
Last Legend 5 Graphical Improvement,The Time Will Arrive,2:39
Last Legend 5 Graphical Improvement,Brave Wills,3:31
Last Legend 5 Graphical Improvement,Huh,1:17
Last Legend 5 Graphical Improvement,Rumba Bird,2:09
Last Legend 5 Graphical Improvement,The Place Where I Come from,2:41
Last Legend 5 Graphical Improvement,Melody Cube,1:34
Last Legend 5 Graphical Improvement,The Skyboat,2:18
Last Legend 5 Graphical Improvement,The Bad Guy,2:17
Last Legend 5 Graphical Improvement,The Heroes of Daybreak,4:36
Last Legend 5 Graphical Improvement,Showdown upon the Large Overpass,3:01
Last Legend 5 Graphical Improvement,Mysterious Realm,4:51
Last Legend 5 Graphical Improvement,Peculiar Critter's Melody,4:16
Last Legend 5 Graphical Improvement,The Keep of Daybreak,2:18
Last Legend 5 Graphical Improvement,Kingdom Dance,4:36
Last Legend 5 Graphical Improvement,Bird Companion's Melody,2:34
Last Legend 5 Graphical Improvement,The Realm Undiscovered,4:00
Last Legend 5 Graphical Improvement,Princess' Melody,4:33
Last Legend 5 Graphical Improvement,Seeking Luminescence,3:35
Last Legend 5 Graphical Improvement,The Conclusive Fight,4:31
Last Legend 5 Graphical Improvement,The Final Fight,4:46
Last Legend 5 Graphical Improvement,Beloved Companions,4:13
Last Legend 5 Graphical Improvement,Last Legend,3:33
Last Legend 5 Graphical Improvement,Closing Melody,8:38
Last Legend 5 Graphical Improvement,Preamble,4:49
Last Legend 5 Graphical Improvement,Fight I,2:28
Last Legend 5 Graphical Improvement,Triumph,0:46
Last Legend 5 Graphical Improvement,Defeat,0:28
Last Legend 6,Harbinger,4:15
Last Legend 6,The Resistence,2:33
Last Legend 6,The Ninja,1:44
Last Legend 6,Forces Advance,1:49
Last Legend 6,The Samurai,2:17
Last Legend 6,The Forsaken,1:17
Last Legend 6,Ghastly Woods,3:13
Last Legend 6,Ghastly Locomotive,2:27
Last Legend 6,The Feral Boy,2:28
Last Legend 6,The Amphibious Pass,2:02
Last Legend 6,Children Play in the Streets,2:37
Last Legend 6,Ruled by the Military,2:17
Last Legend 6,The Magic Knight,2:48
Last Legend 6,Defend the Others!,1:51
Last Legend 6,The Conclusive Fight,1:52
Last Legend 6,Coming To,1:46
Last Legend 6,The Treasure Hunter,1:54
Last Legend 6,Fight I,1:53
Last Legend 6,Triumph,0:37
Last Legend 6,Twin Royals,2:28
Last Legend 6,The Mad Mage,2:39
Last Legend 6,The Mountain,2:21
Last Legend 6,The Sorceress,3:43
Last Legend 6,The Climax,3:02
Last Legend 6,The Gambler,1:47
Last Legend 6,Jimmy B. Fine,2:45
Last Legend 6,The Imperial Capital,2:57
Last Legend 6,The Magical Lab,2:06
Last Legend 6,Gambler's Skyboat,2:49
Last Legend 6,Peculiar Critter's Melody,1:40
Last Legend 6,The Old Wizard,2:04
Last Legend 6,The Painter,2:21
Last Legend 6,Currency Theme,3:02
Last Legend 6,The Realm of Creatures,2:22
Last Legend 6,Electronic Bird,3:50
Last Legend 6,Everlasting Girlfriend,2:43
Last Legend 6,Hard Trudge,2:12
Last Legend 6,Leafy Tune,2:07
Last Legend 6,Orchestral Exposition,4:45
Last Legend 6,Lament of the Princess,3:55
Last Legend 6,Matrimonial Dance - Fight,4:01
Last Legend 6,The Building of Sorcery,2:19
Last Legend 6,Dungeon of the Mad Mage,2:35
Last Legend 6,Prancing Crazed (1),3:40
Last Legend 6,Prancing Crazed (3),3:15
Last Legend 6,Prancing Crazed (5),5:18
Last Legend 6,Closing Melody (1),11:01
Last Legend 6,Closing Melody (2),10:35
Last Legend 6,Preamble,2:39
Last Legend 6,Fight to the Demise,2:20
Last Legend 6,Henceforth,2:02
Last Legend 6,Looking for Comrades,2:36
Last Legend 6,The Mimic,2:01
Last Legend 6,Memorial,2:35
Last Legend 6 Graphical Improvement,Harbinger,4:15
Last Legend 6 Graphical Improvement,Triumph,1:15
Last Legend 6 Graphical Improvement,Closing Melody (2),10:56
Last Legend 6 Graphical Improvement,Preamble,2:50
Last Legend 6 Graphical Improvement,Twin Royals,2:44
Last Legend 6 Graphical Improvement,The Mad Mage,2:39
Last Legend 6 Graphical Improvement,The Mountain,4:53
Last Legend 6 Graphical Improvement,The Resistence,4:46
Last Legend 6 Graphical Improvement,The Ninja,3:21
Last Legend 6 Graphical Improvement,Forces Advance,2:08
Last Legend 6 Graphical Improvement,The Samurai,2:29
Last Legend 6 Graphical Improvement,The Forsaken,1:29
Last Legend 6 Graphical Improvement,The Ghastly Woods,3:18
Last Legend 6 Graphical Improvement,The Ghastly Locomotive,2:57
Last Legend 6 Graphical Improvement,The Feral Boy,2:42
Last Legend 6 Graphical Improvement,The Amphibious Pass,4:21
Last Legend 6 Graphical Improvement,Children Play in the Streets,2:47
Last Legend 6 Graphical Improvement,Ruled by the Military,4:24
Last Legend 6 Graphical Improvement,The Magic Knight,2:57
Last Legend 6 Graphical Improvement,Protect the Others!,4:19
Last Legend 6 Graphical Improvement,The Conclusive Fight,4:09
Last Legend 6 Graphical Improvement,The Sorceress,3:59
Last Legend 6 Graphical Improvement,Currency Theme,3:15
Last Legend 6 Graphical Improvement,Electronic Bird,2:56
Last Legend 6 Graphical Improvement,Everlasting Girlfriend,3:40
Last Legend 6 Graphical Improvement,Hard Trudge,4:14
Last Legend 6 Graphical Improvement,Leafy Tune,2:21
Last Legend 6 Graphical Improvement,The Climax,3:10
Last Legend 6 Graphical Improvement,The Gambler,3:48
Last Legend 6 Graphical Improvement,Jimmy B. Fine,2:51
Last Legend 6 Graphical Improvement,Coming To,2:00
Last Legend 6 Graphical Improvement,The Magical Lab,2:12
Last Legend 6 Graphical Improvement,Gambler's Skyboat,2:49
Last Legend 6 Graphical Improvement,Peculiar Critter's Melody,1:55
Last Legend 6 Graphical Improvement,The Old Wizard,2:16
Last Legend 6 Graphical Improvement,The Painter,2:42
Last Legend 6 Graphical Improvement,The Realm of Creatures,2:44
Last Legend 6 Graphical Improvement,The Treasure Hunter,4:00
Last Legend 6 Graphical Improvement,Fight to the Demise,2:21
Last Legend 6 Graphical Improvement,Henceforth,4:37
Last Legend 6 Graphical Improvement,Looking for Comrades,4:24
Last Legend 6 Graphical Improvement,The Mimic,2:09
Last Legend 6 Graphical Improvement,Memorial,2:55
Last Legend 6 Graphical Improvement,The Building of Sorcery,2:28
Last Legend 6 Graphical Improvement,Fight I,2:04
Last Legend 6 Graphical Improvement,Dungeon of the Mad Mage,3:53
Last Legend 6 Graphical Improvement,Prancing Crazed (1),3:52
Last Legend 6 Graphical Improvement,Prancing Crazed (3),3:44
Last Legend 6 Graphical Improvement,Prancing Crazed (5),5:18
Last Legend 6 Graphical Improvement,Closing Melody (1),11:12
Last Legend 7,Preamble,2:50
Last Legend 7,Fight I,2:45
Last Legend 7,Triumph,0:52
Last Legend 7,Plants Growing in the Sanctuary,4:56
Last Legend 7,The Agents' Melody,2:16
Last Legend 7,Beneath the Decaying Pie,3:22
Last Legend 7,The Subdued,2:35
Last Legend 7,Lord of the Poor,2:10
Last Legend 7,Intro - Explosive Quest,3:56
Last Legend 7,Fight II,3:30
Last Legend 7,The Red Lion,1:25
Last Legend 7,The Pursuit,3:34
Last Legend 7,Close to the Soul,2:11
Last Legend 7,Earthjuice Power Plant,3:17
Last Legend 7,Concern,3:59
Last Legend 7,The Martial Artist,5:03
Last Legend 7,The Gunner,3:25
Last Legend 7,Faster!,2:27
Last Legend 7,The Corporation,4:01
Last Legend 7,Overworld,6:08
Last Legend 7,The CEO's Son's Celebration,2:12
Last Legend 7,It's Difficult to Use Your Legs,3:29
Last Legend 7,ALIEN,2:30
Last Legend 7,Resort Town,2:26
Last Legend 7,The Brilliant Disc,1:56
Last Legend 7,En Route,3:40
Last Legend 7,Stuffed Animal's Melody,3:31
Last Legend 7,3/4 Bird,0:33
Last Legend 7,The Events of Half a Decade Ago,3:12
Last Legend 7,Pasture Lad,2:49
Last Legend 7,Rockin Bird,4:00
Last Legend 7,Pentamorous Bird,2:58
Last Legend 7,Galactic Valley,3:34
Last Legend 7,Misappropriated Orbs,1:35
Last Legend 7,Violin Bird,2:47
Last Legend 7,Appearance,2:36
Last Legend 7,Conversations Muffled by Explosives,2:48
Last Legend 7,Woodland Shrine,3:48
Last Legend 7,Hear the Lamentations of the Arth,3:37
Last Legend 7,The Flower Girl,4:15
Last Legend 7,Essenceflow,3:34
Last Legend 7,The Famed Fighter,3:22
Last Legend 7,The Student of Ninjutsu,2:43
Last Legend 7,The People Selected by the World,3:14
Last Legend 7,The Horror Commences,2:57
Last Legend 7,The Engineer,3:08
Last Legend 7,Hijacking the Little Stallion!,1:15
Last Legend 7,The Corporation's All-Out Attack,2:56
Last Legend 7,Earthjuice Gun - The Annihilation of the Corporation,1:32
Last Legend 7,Decision Time,4:04
Last Legend 7,ALIEN WHOLE,3:56
Last Legend 7,Creation of a Divinity,4:09
Last Legend 7,Half-Flighted Seraph,4:07
Last Legend 7,The World's Catastrophe,8:03
Last Legend 7,Closing Melody,6:50
Last Legend 7,Assault of the ARMAMENT,2:50
Last Legend 7,The Skyboat Ascends to the Clouds,3:33
Last Legend 7,Mystery of the Depths,4:15
Last Legend 7,Rural Settlement,2:24
Last Legend 7,Alternative Face of the Hill,2:34
Last Legend 7,Move It!,2:54
Last Legend 7,Propeling an Aspiration beyond the Atmosphere,2:47
Last Legend 8,Children of Fate,3:06
Last Legend 8,Push Through,3:52
Last Legend 8,Defeat,1:25
Last Legend 8,Gusty,2:42
